User,Driver,pickup,drop,cost,distance,date,time
user5,Sitara,"Akshardham Temple, Gandhinagar","Sarkhej Roza, Ahmedabad",634.6,31.48,2023-07-23,10:14:00
user5,Tanmay,"Sarkhej Roza, Ahmedabad","Stanza, Ahmedabad",107.0,5.1,2023-04-26,15:02:00
user2,Maheshbhai,"Stanza, Ahmedabad","Kankaria Lake, Ahmedabad",292.6,14.38,2023-06-19,01:27:00
sahil,Tanmay,"nirma university, Ahmedabad","Stanza, Ahmedabad",319.6,15.73,2023-06-15,00:40:00
Nisha,Maheshbhai,"PrahladNagar Garden, Ahmedabad","Law Garden, Ahmedabad",121.4,5.82,2023-03-21,03:49:00
user3,pradeepbhai,"Nehru Bridge, Ahmedabad","Jama Masjid, Ahmedabad",30.8,1.29,2023-10-27,05:46:00
Sagar,Atharv,"LD, Ahmedabad","nirma university, Ahmedabad",216.6,10.58,2023-08-28,06:57:00
N,Prateek,"Akshardham Temple, Gandhinagar","Vastrapur Lake, Ahmedabad",522.0,25.85,2023-01-11,04:54:00
Nidhi,Tanvi,"Jama Masjid, Ahmedabad","shott, Ahmedabad",222.6,10.88,2023-02-10,14:15:00
Nisha,Elon,"Science City, Ahmedabad","Iskcon Temple, Ahmedabad",117.4,5.62,2023-04-04,23:09:00
Nimi,Kunal,"Sarkhej Roza, Ahmedabad","LD, Ahmedabad",129.4,6.22,2023-05-27,20:14:00
Sagar,Prateek,"Iskcon Temple, Ahmedabad","Sabarmati Ashram, Ahmedabad",171.8,8.34,2023-10-28,03:58:00
sahil,Elon,"lal darwaja, ahmedabad","Akshardham Temple, Gandhinagar",499.8,24.74,2023-02-04,15:01:00
sahil,Tanasha,"PrahladNagar Garden, Ahmedabad","shott, Ahmedabad",88.8,4.19,2023-03-03,23:48:00
user5,Tanvi,"Vastrapur Lake, Ahmedabad","Iskcon Temple, Ahmedabad",55.4,2.52,2023-06-02,01:24:00
user1,Kunal,"Stanza, Ahmedabad","shott, Ahmedabad",94.0,4.45,2023-04-16,08:16:00
Nisha,pradeepbhai,"Kankaria Lake, Ahmedabad","lal darwaja, ahmedabad",63.6,2.93,2023-07-12,13:40:00
user5,Tanmay,"courtyard marriott, Ahmedabad","Iskcon Temple, Ahmedabad",15.6,0.53,2023-03-06,18:30:00
Nisha,pradeepbhai,"nirma university, Ahmedabad","Sabarmati Ashram, Ahmedabad",173.2,8.41,2023-02-22,15:28:00
Sagar,Agasthya,"Vastrapur Lake, Ahmedabad","Sabarmati Ashram, Ahmedabad",121.4,5.82,2023-04-16,20:46:00
user5,Tanvi,"Iskcon Temple, Ahmedabad","Science City, Ahmedabad",117.4,5.62,2023-09-03,18:48:00
user5,Elon,"Sabarmati Ashram, Ahmedabad","shott, Ahmedabad",209.0,10.2,2023-03-09,08:24:00
user2,Sanjaybhai,"Stanza, Ahmedabad","nirma university, Ahmedabad",319.6,15.73,2023-06-23,02:55:00
user1,Prateek,"lal darwaja, ahmedabad","Kankaria Lake, Ahmedabad",63.6,2.93,2023-07-20,09:27:00
Nidhi,Tanmay,"Iskcon Temple, Ahmedabad","Nehru Bridge, Ahmedabad",143.6,6.93,2023-06-27,15:49:00
Nimi,Sanjaybhai,"Iskcon Temple, Ahmedabad","Iskcon Temple, Ahmedabad",5.0,0.0,2023-11-26,15:39:00
Nimi,Prateek,"Sarkhej Roza, Ahmedabad","Taj Skyline, ahmedabad",129.6,6.23,2023-01-03,23:57:00
Nidhi,Kunal,"Vastrapur Lake, Ahmedabad","PrahladNagar Garden, Ahmedabad",78.2,3.66,2023-05-08,01:04:00
Nidhi,Kunal,"Law Garden, Ahmedabad","nirma university, Ahmedabad",233.4,11.42,2023-02-02,18:17:00
user1,Nayan,"Vastrapur Lake, Ahmedabad","Science City, Ahmedabad",116.8,5.59,2023-07-22,06:52:00
user4,Nayan,"Law Garden, Ahmedabad","Manek Chowk, Ahmedabad",62.6,2.88,2023-11-03,19:03:00
sahil,Maheshbhai,"Law Garden, Ahmedabad","Taj Skyline, ahmedabad",171.8,8.34,2023-08-06,22:33:00
user1,Maheshbhai,"Jama Masjid, Ahmedabad","Iskcon Temple, Ahmedabad",168.6,8.18,2023-05-03,14:17:00
Nimi,Kunal,"Vastrapur Lake, Ahmedabad","nirma university, Ahmedabad",206.8,10.09,2023-10-07,18:22:00
Nimi,Elon,"Kankaria Lake, Ahmedabad","Iskcon Temple, Ahmedabad",201.2,9.81,2023-07-28,21:43:00
user4,Kunal,"Kankaria Lake, Ahmedabad","Nehru Bridge, Ahmedabad",74.0,3.45,2023-08-17,00:16:00
N,Tanasha,"PrahladNagar Garden, Ahmedabad","Iskcon Temple, Ahmedabad",39.0,1.7,2023-04-03,20:22:00
user2,Sitara,"Sabarmati Ashram, Ahmedabad","Sarkhej Roza, Ahmedabad",221.4,10.82,2023-09-17,19:03:00
Nimi,Tanmay,"lal darwaja, ahmedabad","PrahladNagar Garden, Ahmedabad",155.6,7.53,2023-02-19,21:44:00
user1,Tanmay,"Akshardham Temple, Gandhinagar","Manek Chowk, Ahmedabad",493.8,24.44,2023-04-19,01:23:00
user4,Maheshbhai,"Kankaria Lake, Ahmedabad","Stanza, Ahmedabad",292.6,14.38,2023-07-27,14:36:00
user5,Maheshbhai,"Manek Chowk, Ahmedabad","courtyard marriott, Ahmedabad",163.0,7.9,2023-06-27,06:01:00
user3,Nayan,"Sabarmati Ashram, Ahmedabad","Science City, Ahmedabad",185.2,9.01,2023-04-02,07:39:00
Nimi,Kunal,"Nehru Bridge, Ahmedabad","Iskcon Temple, Ahmedabad",143.6,6.93,2023-03-11,02:15:00
sahil,Maheshbhai,"courtyard marriott, Ahmedabad","LD, Ahmedabad",77.0,3.6,2023-05-05,00:44:00
user5,Tanvi,"courtyard marriott, Ahmedabad","Law Garden, Ahmedabad",105.6,5.03,2023-10-28,14:00:00
user5,Tanasha,"PrahladNagar Garden, Ahmedabad","Iskcon Temple, Ahmedabad",39.0,1.7,2023-07-20,12:35:00
N,Atharv,"Manek Chowk, Ahmedabad","Stanza, Ahmedabad",272.4,13.37,2023-02-28,09:43:00
Nisha,Elon,"shott, Ahmedabad","Kankaria Lake, Ahmedabad",258.8,12.69,2023-07-22,09:22:00
Nimi,Elon,"Iskcon Temple, Ahmedabad","Taj Skyline, ahmedabad",66.6,3.08,2023-11-11,06:43:00
Nisha,Agasthya,"Vastrapur Lake, Ahmedabad","Sabarmati Ashram, Ahmedabad",121.4,5.82,2023-06-21,10:50:00
Sagar,Sitara,"Iskcon Temple, Ahmedabad","Law Garden, Ahmedabad",116.2,5.56,2023-02-11,12:15:00
Nidhi,Nayan,"Stanza, Ahmedabad","Iskcon Temple, Ahmedabad",110.4,5.27,2023-07-17,19:13:00
N,Maheshbhai,"Science City, Ahmedabad","Iskcon Temple, Ahmedabad",117.4,5.62,2023-05-09,20:53:00
Nimi,Maheshbhai,"Vastrapur Lake, Ahmedabad","Iskcon Temple, Ahmedabad",55.4,2.52,2023-04-07,05:48:00
Nisha,Sitara,"PrahladNagar Garden, Ahmedabad","Sarkhej Roza, Ahmedabad",51.6,2.33,2023-04-09,06:35:00
user4,Agasthya,"Sarkhej Roza, Ahmedabad","Science City, Ahmedabad",196.2,9.56,2023-05-21,23:04:00
Nimi,Nayan,"Iskcon Temple, Ahmedabad","Vastrapur Lake, Ahmedabad",55.4,2.52,2023-08-05,21:30:00
Sagar,Prateek,"Iskcon Temple, Ahmedabad","Sarkhej Roza, Ahmedabad",85.6,4.03,2023-04-11,18:19:00
user3,Elon,"Nehru Bridge, Ahmedabad","LD, Ahmedabad",63.4,2.92,2023-07-03,22:25:00
user2,Atharv,"Sabarmati Ashram, Ahmedabad","LD, Ahmedabad",97.2,4.61,2023-08-14,04:04:00
user3,Tanmay,"Iskcon Temple, Ahmedabad","Sarkhej Roza, Ahmedabad",85.6,4.03,2023-11-17,10:44:00
Nimi,Tanasha,"Stanza, Ahmedabad","PrahladNagar Garden, Ahmedabad",101.2,4.81,2023-01-11,20:41:00
user3,Agasthya,"PrahladNagar Garden, Ahmedabad","Jama Masjid, Ahmedabad",171.6,8.33,2023-04-01,05:25:00
N,Nayan,"Nehru Bridge, Ahmedabad","Jama Masjid, Ahmedabad",30.8,1.29,2023-08-19,19:55:00
user5,pradeepbhai,"Kankaria Lake, Ahmedabad","Nehru Bridge, Ahmedabad",74.0,3.45,2023-05-23,12:29:00
N,Maheshbhai,"Science City, Ahmedabad","Nehru Bridge, Ahmedabad",203.4,9.92,2023-04-19,19:08:00
Nidhi,Nayan,"Science City, Ahmedabad","shott, Ahmedabad",83.8,3.94,2023-10-23,11:29:00
Sagar,Tanmay,"Science City, Ahmedabad","Iskcon Temple, Ahmedabad",117.4,5.62,2023-03-10,06:49:00
user4,Kunal,"Science City, Ahmedabad","PrahladNagar Garden, Ahmedabad",150.4,7.27,2023-04-15,18:58:00
user3,Nayan,"Science City, Ahmedabad","PrahladNagar Garden, Ahmedabad",150.4,7.27,2023-10-12,14:13:00
user4,Sanjaybhai,"Science City, Ahmedabad","Stanza, Ahmedabad",171.6,8.33,2023-04-17,20:17:00
Nidhi,Atharv,"courtyard marriott, Ahmedabad","Nehru Bridge, Ahmedabad",133.0,6.4,2023-01-28,10:14:00
N,Agasthya,"Stanza, Ahmedabad","Akshardham Temple, Gandhinagar",660.2,32.76,2023-11-22,00:37:00
Nidhi,Kunal,"Iskcon Temple, Ahmedabad","Kankaria Lake, Ahmedabad",201.2,9.81,2023-02-07,10:34:00
user4,Prateek,"Vastrapur Lake, Ahmedabad","Iskcon Temple, Ahmedabad",55.4,2.52,2023-02-10,17:50:00
Sagar,Tanasha,"Science City, Ahmedabad","Akshardham Temple, Gandhinagar",502.4,24.87,2023-01-01,19:49:00
user4,Atharv,"Iskcon Temple, Ahmedabad","Taj Skyline, ahmedabad",66.6,3.08,2023-10-18,15:37:00
Nisha,Prateek,"Vastrapur Lake, Ahmedabad","LD, Ahmedabad",43.6,1.93,2023-11-10,09:36:00
Sagar,pradeepbhai,"shott, Ahmedabad","Jama Masjid, Ahmedabad",222.6,10.88,2023-06-08,03:53:00
Nidhi,Kunal,"LD, Ahmedabad","lal darwaja, ahmedabad",73.0,3.4,2023-02-02,21:09:00
Nimi,pradeepbhai,"Law Garden, Ahmedabad","Akshardham Temple, Gandhinagar",510.8,25.29,2023-03-14,16:31:00
user3,Tanasha,"shott, Ahmedabad","nirma university, Ahmedabad",230.6,11.28,2023-07-19,22:27:00
user5,Sanjaybhai,"Science City, Ahmedabad","Law Garden, Ahmedabad",182.4,8.87,2023-09-09,20:13:00
Nimi,Tanasha,"Sabarmati Ashram, Ahmedabad","Iskcon Temple, Ahmedabad",171.8,8.34,2023-01-03,12:45:00
user1,Prateek,"Sarkhej Roza, Ahmedabad","shott, Ahmedabad",129.0,6.2,2023-08-28,09:33:00
user5,Kunal,"Sarkhej Roza, Ahmedabad","Jama Masjid, Ahmedabad",186.2,9.06,2023-07-20,12:22:00
user5,Kunal,"Vastrapur Lake, Ahmedabad","Jama Masjid, Ahmedabad",127.6,6.13,2023-05-15,00:52:00
sahil,Tanasha,"Nehru Bridge, Ahmedabad","Sarkhej Roza, Ahmedabad",166.8,8.09,2023-01-16,13:26:00
user2,Prateek,"Taj Skyline, ahmedabad","PrahladNagar Garden, Ahmedabad",89.6,4.23,2023-02-03,20:40:00
N,Tanmay,"shott, Ahmedabad","PrahladNagar Garden, Ahmedabad",88.8,4.19,2023-06-23,12:42:00
sahil,Sitara,"Akshardham Temple, Gandhinagar","shott, Ahmedabad",572.6,28.38,2023-02-20,01:55:00
user2,Nayan,"shott, Ahmedabad","lal darwaja, ahmedabad",206.4,10.07,2023-09-11,14:20:00
sahil,Sitara,"lal darwaja, ahmedabad","LD, Ahmedabad",73.0,3.4,2023-05-23,08:03:00
user2,Kunal,"Iskcon Temple, Ahmedabad","Nehru Bridge, Ahmedabad",143.6,6.93,2023-09-11,07:08:00
user4,pradeepbhai,"Vastrapur Lake, Ahmedabad","shott, Ahmedabad",100.6,4.78,2023-02-14,12:11:00
user1,Tanvi,"Sabarmati Ashram, Ahmedabad","lal darwaja, ahmedabad",84.8,3.99,2023-04-11,02:41:00
sahil,Nayan,"Manek Chowk, Ahmedabad","Science City, Ahmedabad",232.8,11.39,2023-06-20,10:19:00
user4,Tanvi,"Taj Skyline, ahmedabad","Manek Chowk, Ahmedabad",229.0,11.2,2023-08-17,02:51:00
user1,Elon,"Kankaria Lake, Ahmedabad","Vastrapur Lake, Ahmedabad",166.4,8.07,2023-01-03,19:46:00
N,Tanasha,"Iskcon Temple, Ahmedabad","Vastrapur Lake, Ahmedabad",55.4,2.52,2023-04-05,05:48:00
sahil,Sitara,"nirma university, Ahmedabad","Vastrapur Lake, Ahmedabad",206.8,10.09,2023-11-23,05:49:00
N,Sanjaybhai,"Vastrapur Lake, Ahmedabad","Taj Skyline, ahmedabad",102.0,4.85,2023-11-19,01:17:00
Nisha,Tanasha,"Sabarmati Ashram, Ahmedabad","Jama Masjid, Ahmedabad",86.6,4.08,2023-06-14,15:52:00
Nisha,Elon,"Manek Chowk, Ahmedabad","Kankaria Lake, Ahmedabad",48.6,2.18,2023-07-04,07:44:00
user4,Atharv,"Kankaria Lake, Ahmedabad","Sabarmati Ashram, Ahmedabad",130.8,6.29,2023-09-02,13:01:00
Sagar,Elon,"shott, Ahmedabad","Stanza, Ahmedabad",94.0,4.45,2023-09-03,04:17:00
sahil,Tanasha,"Sarkhej Roza, Ahmedabad","LD, Ahmedabad",129.4,6.22,2023-01-26,12:28:00
Nimi,Sanjaybhai,"courtyard marriott, Ahmedabad","Sarkhej Roza, Ahmedabad",85.4,4.02,2023-11-13,08:17:00
Nidhi,Sitara,"Science City, Ahmedabad","LD, Ahmedabad",150.8,7.29,2023-08-02,09:15:00
user5,Nayan,"Taj Skyline, ahmedabad","courtyard marriott, Ahmedabad",76.2,3.56,2023-11-04,08:19:00
sahil,Atharv,"nirma university, Ahmedabad","LD, Ahmedabad",216.6,10.58,2023-09-13,10:16:00
user2,Agasthya,"Law Garden, Ahmedabad","Stanza, Ahmedabad",216.6,10.58,2023-02-06,19:10:00
Nimi,pradeepbhai,"Vastrapur Lake, Ahmedabad","Sarkhej Roza, Ahmedabad",118.8,5.69,2023-03-23,18:23:00
user1,Elon,"PrahladNagar Garden, Ahmedabad","Sabarmati Ashram, Ahmedabad",190.0,9.25,2023-08-03,17:38:00
user5,Tanasha,"nirma university, Ahmedabad","Sabarmati Ashram, Ahmedabad",173.2,8.41,2023-11-02,18:50:00
user2,Agasthya,"Iskcon Temple, Ahmedabad","Taj Skyline, ahmedabad",66.6,3.08,2023-10-27,22:19:00
Nimi,Elon,"Kankaria Lake, Ahmedabad","Law Garden, Ahmedabad",95.8,4.54,2023-06-25,20:06:00
user3,Kunal,"shott, Ahmedabad","Taj Skyline, ahmedabad",6.4,0.07,2023-11-26,20:15:00
user5,pradeepbhai,"shott, Ahmedabad","courtyard marriott, Ahmedabad",75.2,3.51,2023-06-05,15:57:00
N,Tanmay,"Iskcon Temple, Ahmedabad","Nehru Bridge, Ahmedabad",143.6,6.93,2023-06-12,12:43:00
Nimi,Kunal,"Science City, Ahmedabad","Nehru Bridge, Ahmedabad",203.4,9.92,2023-06-11,11:28:00
user2,Nayan,"Kankaria Lake, Ahmedabad","Science City, Ahmedabad",272.0,13.35,2023-06-27,09:58:00
N,Nayan,"Sabarmati Ashram, Ahmedabad","Law Garden, Ahmedabad",89.8,4.24,2023-06-04,09:45:00
Nidhi,Sitara,"Stanza, Ahmedabad","Iskcon Temple, Ahmedabad",110.4,5.27,2023-03-06,10:12:00
Sagar,Sitara,"Law Garden, Ahmedabad","Stanza, Ahmedabad",216.6,10.58,2023-02-19,03:46:00
Nisha,Maheshbhai,"Law Garden, Ahmedabad","Manek Chowk, Ahmedabad",62.6,2.88,2023-09-21,00:23:00
user2,Maheshbhai,"Iskcon Temple, Ahmedabad","Stanza, Ahmedabad",110.4,5.27,2023-05-19,13:52:00
Nimi,Tanmay,"Manek Chowk, Ahmedabad","shott, Ahmedabad",227.8,11.14,2023-10-12,20:02:00
user3,Agasthya,"Taj Skyline, ahmedabad","Sabarmati Ashram, Ahmedabad",210.2,10.26,2023-07-26,19:58:00
Sagar,pradeepbhai,"lal darwaja, ahmedabad","Sarkhej Roza, Ahmedabad",171.8,8.34,2023-11-20,03:26:00
user1,Sitara,"lal darwaja, ahmedabad","Iskcon Temple, Ahmedabad",152.2,7.36,2023-01-22,18:27:00
user2,Nayan,"Law Garden, Ahmedabad","courtyard marriott, Ahmedabad",105.6,5.03,2023-01-07,19:37:00
user5,Maheshbhai,"Science City, Ahmedabad","Akshardham Temple, Gandhinagar",502.4,24.87,2023-10-11,13:54:00
Nimi,Elon,"courtyard marriott, Ahmedabad","Sarkhej Roza, Ahmedabad",85.4,4.02,2023-10-14,17:58:00
user3,Tanasha,"shott, Ahmedabad","Science City, Ahmedabad",83.8,3.94,2023-08-05,05:19:00
Nidhi,Atharv,"Akshardham Temple, Gandhinagar","Iskcon Temple, Ahmedabad",566.8,28.09,2023-03-20,17:30:00
sahil,Kunal,"Sarkhej Roza, Ahmedabad","PrahladNagar Garden, Ahmedabad",51.6,2.33,2023-03-18,16:02:00
user3,Tanasha,"LD, Ahmedabad","Nehru Bridge, Ahmedabad",63.4,2.92,2023-09-09,00:48:00
user5,Tanvi,"Jama Masjid, Ahmedabad","Law Garden, Ahmedabad",57.6,2.63,2023-08-25,12:54:00
Nisha,Agasthya,"Law Garden, Ahmedabad","Science City, Ahmedabad",182.4,8.87,2023-02-19,13:49:00
user5,Atharv,"Law Garden, Ahmedabad","Jama Masjid, Ahmedabad",57.6,2.63,2023-02-06,16:02:00
sahil,Kunal,"lal darwaja, ahmedabad","Taj Skyline, ahmedabad",207.8,10.14,2023-04-20,01:53:00
Nimi,Nayan,"Nehru Bridge, Ahmedabad","Vastrapur Lake, Ahmedabad",101.8,4.84,2023-01-03,16:56:00
N,Kunal,"Nehru Bridge, Ahmedabad","shott, Ahmedabad",196.8,9.59,2023-08-16,15:45:00
user4,pradeepbhai,"Nehru Bridge, Ahmedabad","Law Garden, Ahmedabad",32.4,1.37,2023-08-14,15:01:00
Nisha,Sanjaybhai,"lal darwaja, ahmedabad","Science City, Ahmedabad",213.8,10.44,2023-01-08,09:16:00
sahil,Tanmay,"shott, Ahmedabad","Science City, Ahmedabad",83.8,3.94,2023-05-10,07:45:00
Sagar,Atharv,"Taj Skyline, ahmedabad","Iskcon Temple, Ahmedabad",66.6,3.08,2023-04-12,14:42:00
user3,Kunal,"Stanza, Ahmedabad","Vastrapur Lake, Ahmedabad",160.8,7.79,2023-04-11,17:06:00
user3,Sitara,"nirma university, Ahmedabad","Jama Masjid, Ahmedabad",252.4,12.37,2023-10-23,02:17:00
user1,Sitara,"Science City, Ahmedabad","lal darwaja, ahmedabad",213.8,10.44,2023-09-02,22:41:00
Nimi,pradeepbhai,"Akshardham Temple, Gandhinagar","lal darwaja, ahmedabad",499.8,24.74,2023-11-17,22:14:00
N,Tanasha,"Stanza, Ahmedabad","Sabarmati Ashram, Ahmedabad",277.2,13.61,2023-09-09,20:31:00
Nisha,Atharv,"Sabarmati Ashram, Ahmedabad","shott, Ahmedabad",209.0,10.2,2023-11-28,22:22:00
Sagar,Sanjaybhai,"Nehru Bridge, Ahmedabad","courtyard marriott, Ahmedabad",133.0,6.4,2023-11-06,17:03:00
user3,Prateek,"Sarkhej Roza, Ahmedabad","Iskcon Temple, Ahmedabad",85.6,4.03,2023-01-06,10:04:00
Nimi,Maheshbhai,"Taj Skyline, ahmedabad","Vastrapur Lake, Ahmedabad",102.0,4.85,2023-07-15,12:27:00
Nimi,Nayan,"lal darwaja, ahmedabad","Vastrapur Lake, Ahmedabad",111.6,5.33,2023-03-06,14:58:00
N,Elon,"nirma university, Ahmedabad","Sabarmati Ashram, Ahmedabad",173.2,8.41,2023-08-26,08:07:00
Sagar,Maheshbhai,"Sabarmati Ashram, Ahmedabad","LD, Ahmedabad",97.2,4.61,2023-01-25,07:30:00
user3,Agasthya,"Law Garden, Ahmedabad","lal darwaja, ahmedabad",41.2,1.81,2023-11-03,19:34:00
N,Elon,"Vastrapur Lake, Ahmedabad","Taj Skyline, ahmedabad",102.0,4.85,2023-04-04,10:30:00
user5,Agasthya,"Sabarmati Ashram, Ahmedabad","Akshardham Temple, Gandhinagar",425.8,21.04,2023-01-21,01:03:00
user5,Nayan,"shott, Ahmedabad","courtyard marriott, Ahmedabad",75.2,3.51,2023-10-20,06:19:00
Sagar,Agasthya,"nirma university, Ahmedabad","shott, Ahmedabad",230.6,11.28,2023-02-02,02:35:00
sahil,Sanjaybhai,"Jama Masjid, Ahmedabad","Law Garden, Ahmedabad",57.6,2.63,2023-07-19,05:53:00
user3,Sitara,"PrahladNagar Garden, Ahmedabad","Iskcon Temple, Ahmedabad",39.0,1.7,2023-04-26,22:09:00
Nimi,Prateek,"Taj Skyline, ahmedabad","Akshardham Temple, Gandhinagar",573.6,28.43,2023-11-20,22:28:00
user1,Kunal,"Vastrapur Lake, Ahmedabad","Sabarmati Ashram, Ahmedabad",121.4,5.82,2023-03-10,15:18:00
Nimi,Elon,"Sarkhej Roza, Ahmedabad","Science City, Ahmedabad",196.2,9.56,2023-04-14,19:26:00
Sagar,Agasthya,"Sabarmati Ashram, Ahmedabad","Stanza, Ahmedabad",277.2,13.61,2023-02-25,23:34:00
user5,Elon,"Manek Chowk, Ahmedabad","Law Garden, Ahmedabad",62.6,2.88,2023-03-20,15:37:00
sahil,Prateek,"lal darwaja, ahmedabad","Science City, Ahmedabad",213.8,10.44,2023-04-18,06:19:00
sahil,Maheshbhai,"Law Garden, Ahmedabad","Sarkhej Roza, Ahmedabad",142.8,6.89,2023-10-02,23:51:00
Sagar,Prateek,"PrahladNagar Garden, Ahmedabad","LD, Ahmedabad",99.0,4.7,2023-06-19,15:08:00
user4,Prateek,"Stanza, Ahmedabad","Akshardham Temple, Gandhinagar",660.2,32.76,2023-10-23,09:54:00
user4,Tanasha,"Iskcon Temple, Ahmedabad","Kankaria Lake, Ahmedabad",201.2,9.81,2023-01-23,22:15:00
Nimi,Nayan,"PrahladNagar Garden, Ahmedabad","Science City, Ahmedabad",150.4,7.27,2023-03-23,08:16:00
Nisha,Agasthya,"Iskcon Temple, Ahmedabad","Nehru Bridge, Ahmedabad",143.6,6.93,2023-04-18,03:39:00
Nimi,Elon,"Akshardham Temple, Gandhinagar","Jama Masjid, Ahmedabad",494.6,24.48,2023-04-26,13:39:00
N,Elon,"shott, Ahmedabad","Iskcon Temple, Ahmedabad",65.6,3.03,2023-01-14,20:58:00
user1,Maheshbhai,Kankaj,Gandinagar,758.15,37.91,2023-02-06,12:56:00
user1,pradeepbhai,"Kankariya,Ahmedabad",Gandhinagar,481.26,24.06,2023-06-03,12:30:00
sahil,Maheshbhai,"PrahladNagar Garden, Ahmedabad","Sabarmati Ashram, Ahmedabad",185.0,9.25,2023-02-22,11:45:00
Nimi,Agasthya,"Science City, Ahmedabad","Vastrapur Lake, Ahmedabad",111.8,5.59,2023-06-10,03:20:00
user3,Kunal,"Kankaria Lake, Ahmedabad","Sabarmati Ashram, Ahmedabad",125.8,6.29,2023-11-28,12:17:00
user4,pradeepbhai,"Sabarmati Ashram, Ahmedabad","Kankaria Lake, Ahmedabad",125.8,6.29,2023-07-15,16:13:00
user1,pradeepbhai,"Vastrapur Lake, Ahmedabad","Sarkhej Roza, Ahmedabad",113.8,5.69,2023-01-04,19:46:00
user3,Elon,"Vastrapur Lake, Ahmedabad","Nehru Bridge, Ahmedabad",96.8,4.84,2023-09-10,11:44:00
N,Kunal,"PrahladNagar Garden, Ahmedabad","Sarkhej Roza, Ahmedabad",46.6,2.33,2023-01-20,23:58:00
Nimi,Hena,"shott, Ahmedabad","Sabarmati Ashram, Ahmedabad",204.0,10.2,2023-09-08,22:38:00
Nimi,Elon,"shott, Ahmedabad","Taj Skyline, ahmedabad",1.4,0.07,2023-09-04,14:52:00
user4,Atharv,"Science City, Ahmedabad","Nehru Bridge, Ahmedabad",198.4,9.92,2023-07-06,21:49:00
user2,Tanasha,"Kankaria Lake, Ahmedabad","Sabarmati Ashram, Ahmedabad",125.8,6.29,2023-08-17,00:28:00
Sagar,pradeepbhai,"Science City, Ahmedabad","Law Garden, Ahmedabad",177.4,8.87,2023-04-19,14:47:00
N,Agasthya,"Jama Masjid, Ahmedabad","LD, Ahmedabad",84.0,4.2,2023-03-19,01:54:00
user5,Tanvi,"Stanza, Ahmedabad","Kankaria Lake, Ahmedabad",287.6,14.38,2023-01-06,19:08:00
user1,Sanjaybhai,"Jama Masjid, Ahmedabad","Manek Chowk, Ahmedabad",5.2,0.26,2023-05-10,20:58:00
N,Maheshbhai,"LD, Ahmedabad","Akshardham Temple, Gandhinagar",507.6,25.38,2023-04-19,04:22:00
Naina,Kunal,"Stanza, Ahmedabad","Jama Masjid, Ahmedabad",262.6,13.13,2023-08-26,13:05:00
sahil,Maheshbhai,"lal darwaja, ahmedabad","shott, Ahmedabad",201.4,10.07,2023-08-13,08:29:00
Nimi,Sitara,"PrahladNagar Garden, Ahmedabad","Iskcon Temple, Ahmedabad",34.0,1.7,2023-08-11,20:30:00
user1,Elon,"Iskcon Temple, Ahmedabad","LD, Ahmedabad",82.4,4.12,2023-02-09,03:27:00
user2,Nayan,"Iskcon Temple, Ahmedabad","Akshardham Temple, Gandhinagar",561.8,28.09,2023-10-26,02:52:00
Nidhi,Prateek,"LD, Ahmedabad","PrahladNagar Garden, Ahmedabad",94.0,4.7,2023-05-07,04:55:00
user3,Tanvi,"Taj Skyline, ahmedabad","courtyard marriott, Ahmedabad",71.2,3.56,2023-06-14,06:56:00
user2,Maheshbhai,"LD, Ahmedabad","courtyard marriott, Ahmedabad",72.0,3.6,2023-01-24,23:56:00
Nisha,Sanjaybhai,"Stanza, Ahmedabad","Law Garden, Ahmedabad",211.6,10.58,2023-07-06,03:07:00
Sagar,Kunal,"Iskcon Temple, Ahmedabad","PrahladNagar Garden, Ahmedabad",34.0,1.7,2023-09-19,16:21:00
user5,Elon,"Taj Skyline, ahmedabad","Manek Chowk, Ahmedabad",224.0,11.2,2023-08-11,17:11:00
Nisha,Kunal,"courtyard marriott, Ahmedabad","Iskcon Temple, Ahmedabad",10.6,0.53,2023-03-19,20:54:00
user1,Tanvi,"Nehru Bridge, Ahmedabad","lal darwaja, ahmedabad",10.4,0.52,2023-08-04,23:56:00
user1,Agasthya,"PrahladNagar Garden, Ahmedabad","Iskcon Temple, Ahmedabad",34.0,1.7,2023-11-22,08:00:00
N,Tanmay,"lal darwaja, ahmedabad","nirma university, Ahmedabad",241.2,12.06,2023-04-28,21:40:00
Nimi,Sanjaybhai,"nirma university, Ahmedabad","lal darwaja, ahmedabad",241.2,12.06,2023-09-20,18:12:00
Naina,Agasthya,"Sarkhej Roza, Ahmedabad","Vastrapur Lake, Ahmedabad",113.8,5.69,2023-03-28,14:19:00
user3,Tanasha,"Nehru Bridge, Ahmedabad","Akshardham Temple, Gandhinagar",492.8,24.64,2023-07-04,09:15:00
user3,Sanjaybhai,"Iskcon Temple, Ahmedabad","Iskcon Temple, Ahmedabad",0.0,0.0,2023-07-21,21:26:00
Nidhi,Tanasha,"shott, Ahmedabad","lal darwaja, ahmedabad",201.4,10.07,2023-09-01,11:20:00
Naina,Prateek,"Vastrapur Lake, Ahmedabad","Iskcon Temple, Ahmedabad",50.4,2.52,2023-10-27,14:51:00
user4,Kunal,"Jama Masjid, Ahmedabad","nirma university, Ahmedabad",247.4,12.37,2023-01-10,21:40:00
Sagar,Tanvi,"lal darwaja, ahmedabad","LD, Ahmedabad",68.0,3.4,2023-06-20,06:56:00
